TID|Genre|Style|StyleDesciption|Style_address
70000566|Rock|Prog Rock|Progressive rock is a rock music subgenre that originated in the United Kingdom and United States throughout the mid to late 1960s. It developed from psychedelic rock, and began as an attempt to give greater artistic weight and credibility to rock music. Songs were replaced by musical suites that often stretched to 20 or 40 minutes in length and contained symphonic influences, extended musical themes, fantasy-like ambience and lyrics, and complex orchestrations.|/style/prog+rock
70000567|Rock|Progressive Metal||/style/progressive+metal
70000568|Rock|Psychedelic Rock|Psychedelic rock is a style of rock music that is inspired or influenced by psychedelic culture and attempts to replicate and enhance the mind-altering experiences of psychedelic drugs. It often uses new recording techniques and effects and draws on non-Western sources such as the ragas and drones of Indian music.|/style/psychedelic+rock
70000569|Rock|Psychobilly|Punk rock music with rockabilly influence. Often found on soundtracks to 1970's and 1980's horror films.|/style/psychobilly
70000570|Rock|Pub Rock|Pub rock is a rock music genre that was developed in the early to mid-1970s in the U.K. A back-to-basics movement which incorporated roots rock, pub rock was a reaction against expensively-recorded and produced progressive rock and flashy glam rock. Although short-lived, pub rock was notable for returning live rock to the small intimate venues (pubs and clubs) of its early years. With pub rock's emphasis on small venues, simple, fairly inexpensive recordings and indie record labels, it was the catalyst for the development of the British punk rock scene. By 1975, the standard for mainstream rock album recordings was expensive, lengthy studio recording processes overseen by highly-paid record producers, with the goal of creating highly polished end products, with overdubs, double-tracking and studio effects. Some mainstream bands spent months in the studio perfecting their recording, to achieve a meticulously crafted and perfect product. Pub rockers rejected this type of costly, complex recording process; instead, with pub rockers, the goal was simply to capture the band's "live"; sound and feel in the studio.Australian Pub Rock is similar, hard rock, blues rock, and/or progressive rock. It waspopular throughout the 1970s and 1980s, and still influencing contemporary Australian music in the 2000s. The term came from the venues where most of these bands originally played — inner-city and suburban pubs. These often noisy, hot, small and crowded venues were not always ideal as music venues and favoured loud, simple songs based on drums and electric guitar riffs.Though Australia has a relatively small population, the proportionally high number of venues that bands could play in, meant that a band could tour extensively, often playing every night for long periods. This would allow bands such as AC/DC, Cold Chisel, INXS, Midnight Oil, Rose Tattoo and others to take their live skills into large venues in the US and Europe with ease.|/style/pub+rock
70000571|Rock|Punk|Punk rock (or "punk";) is a rock music genre that emerged in the mid-1970s in the United States, Canada, United Kingdom / Western Europe, and Australia. Rooted in 1960s garage rock and other forms of what is now known as "proto-punk"; music, punk rock bands rejected perceived excesses of mainstream 1970s rock. They typically produced short, fast-paced songs with hard-edged melodies and singing styles, stripped-down instrumentation, and often political, anti-establishment lyrics. Punk embraces a DIY ethic; many bands self-produce recordings and distribute them through independent record labels. |/style/punk
70000572|Rock|Rock & Roll|Rock music is a genre of popular music that originated as "rock and roll"; in the United States in the 1950s, and developed into a range of different styles in the 1960s and later, particularly in the United Kingdom and the United States. It has its roots in 1940s' and 1950s' rock and roll, itself heavily influenced by rhythm and blues and country music. Rock music also drew strongly on a number of other genres such as blues and folk, and incorporated influences from jazz, classical and other musical sources.|/style/rock+&+roll
70000573|Rock|Rock Opera|A rock opera is a collection of rock music songs with lyrics that relate to a common story. Rock operas are typically released as concept albums and are not scripted for acting, which distinguishes them from operas, although several have been adapted as rock musicals. The use of various character roles within the song lyrics is a common storytelling device.|/style/rock+opera
70000574|Rock|Rockabilly|Early Rock N' Roll that was heavily influenced by country. Has a swingbeat rather than a typical 4/4 rock beat. Very reminiscent of boogie-woogie blues music, but done with Rock & Roll instruments. Popular in the Western and Southern US. Revived in the early 1980s.|/style/rockabilly
70000575|Rock|Shoegaze|Shoegaze has an overwhelmingly loud sound, with long, droning riffs, waves of distortion, and cascades of feedback. Vocals and melodies disappear into the walls of guitars, creating a wash of sound where no instrument is distinguishable from the other.|/style/shoegaze
70000576|Rock|Ska|Jamaican music played in the early 60's, influenced by American jazz swing and New Orleans Rhythm & Blues. After 1966, there was no more ska in Jamaica, but ska did a come-back in the late 1970's in UK with the 2 Tone label, combining the sound of Jamaican ska and the energy of Punk Rock. In the 1980's, a third wave of ska incorporated punk rock (and sometimes hardcore) sounds. Typical 4/4 timing, but the offbeat is always accentuated.|/style/ska
70000577|Rock|Skiffle|A style of Folk Rock that features homemade instruments like washboards, jugs and musical saws. Popular in the USA in the 1920's and 1940's, in Britain in the 1950's and 1960's, and experienced a resurgence in popularity in the USA in the early 1990's.|/style/skiffle
70000578|Rock|Sludge Metal|Sludge metal is an extreme genre of music that melds elements of doom metal and hardcore punk, and sometimes Southern rock. Sludge metal is typically harsh and abrasive, often featuring shouted or screamed vocals, heavily distorted instruments and sharply contrasting tempos.|/style/sludge+metal
70000579|Rock|Soft Rock|Simply put, it features the instruments and elements of Pop Rock, but it's much softer/lighter in nature. May also be referred to as "light rock"; or "easy rock.";|/style/soft+rock
70000580|Rock|Southern Rock|Pop rock with country or southern undertones.|/style/southern+rock
70000581|Rock|Space Rock|Space Rock is a style of rock music.The style evolved off of Psychedelic, and Progressing rock music.The style is known for having lyrics related to Space, and Sci-Fi topics.It's also known for having spacey effects in their music.|/style/space+rock
70000582|Rock|Speed Metal|Subgenre of heavy metal music that originated in the late 1970s from new wave of British heavy metal (NWOBHM) (Motörhead, Judas Priest) that will influence thrash metal.|/style/speed+metal
70000583|Rock|Stoner Rock|Stoner Rock is a fusion genre, of Doom Metal, Psychedelic Rock, and Acid Rock, known for its slow, heavy sound, Distorted Guitars/Bass, and Melodic Vocals. |/style/stoner+rock
